63.8791,0.43307,0.42319,0.00829,65.3909,0.51027,0.27638,0.83897,49.11973,0.5,0.2,0.6,0.05,0.05,0.05,3.7,1.23,1.23,0.9970828112953647,0.0005103642980963162,0.002195893256216928,0.0016164638237810398,0.9626723968848953,0.033076144631882236,0.016567331930104665,0.0037970134718755843,0.9788256000936405,3.7,0.27935164376340726,1.23,3.690001,0.280001,1.220001
1.47129,0.67944,0.072,0.7694,17.00735,0.5456,0.08604,0.18911,89.79929,0.5,0.2,0.6,0.05,0.05,0.05,3.03,3.82,4.98,0.8173555577244751,3.4994416652180604e-08,0.16029219374073372,0.2568007859410431,5.262786189026508e-07,0.7297694313240862,0.0002390055543815422,4.8703143943640834e-11,0.9996492269338916,1.242688988948699,7.898076476175961e-08,4.98,1.250001,1e-06,4.970001
99.65866,0.25686,0.37425,0.83448,40.20725,0.215,0.32865,0.82333,1.6607,0.5,0.2,0.6,0.05,0.05,0.05,0.95,4.78,4.41,0.9992147520972297,0.000257520544170483,2.3593464174159904e-08,0.17003917076748826,0.8192359947178873,2.754594113649015e-07,0.7088785128148154,0.1775757777320935,2.252244166230165e-05,0.95,0.09499353073619565,5.292265344119302e-06,0.9400010000000001,0.150001,4.4000010000000005
6.90397,0.8789,0.89905,0.83744,62.17387,0.29357,0.93326,0.0588,59.72372,0.5,0.2,0.6,0.05,0.05,0.05,0.17,0.68,2.52,3.716159749686681e-11,0.13364450038325731,0.8476486146522751,4.623420083627918e-13,0.9696917546030402,0.028389507516931384,8.916739567012425e-14,0.00015870730025271235,0.9995092381574574,2.4041003990239774e-12,0.4064241440139555,2.52,1e-06,0.410001,2.5100010000000004
34.66296,0.20264,0.35699,0.05845,26.56426,0.3027,0.92147,0.69492,34.42763,0.5,0.2,0.6,0.05,0.05,0.05,3.01,2.58,3.5,0.9856835467982634,0.0020400836795022507,0.011804007068369102,0.00594498357842495,0.9565657119867794,0.03579975986609968,0.02235696529112167,0.005969217539567791,0.9712707892237646,3.01,1.0656567690942735,3.5,3.000001,1.060001,3.4900010000000004
34.32704,0.41942,0.49134,0.21198,16.66446,0.86312,0.91924,0.31954,7.63566,0.5,0.2,0.6,0.05,0.05,0.05,1.38,0.33,0.75,0.9883802591094291,0.0028878304803953035,0.007688683876421489,0.04508027422167626,0.8474571731662244,0.09975737632706638,0.17740127866967248,0.014746464717715263,0.8008599775989755,1.38,0.33,0.75,1.370001,0.320001,0.740001
67.70952,0.40378,0.79122,0.60819,56.29126,0.22764,0.60833,0.44333,83.26573,0.5,0.2,0.6,0.05,0.05,0.05,4.6,0.06,3.68,0.8556582745396442,0.001171144012733561,0.1407535391375905,0.035937062066788365,0.763412283861659,0.18934913225061537,0.0005185942036971321,8.674219829374699e-05,0.9992316131271527,0.26141785526057876,0.06,3.68,0.240001,0.050001000000000004,3.670001
4.60881,0.08376,0.56567,0.20073,58.07577,0.51473,0.64837,0.10738,37.8355,0.5,0.2,0.6,0.05,0.05,0.05,0.16,3.23,0.55,0.6448736291410313,0.039323867548779146,0.27207689754501974,0.0010181829528562202,0.9884216656973569,0.008975026192772169,0.0049350477123385516,0.0027423670766821523,0.9899440013620878,0.16,0.5368506289542924,0.55,0.150001,0.520001,0.5400010000000001
92.71012,0.25018,0.08336,0.62402,74.71335,0.72965,0.27942,0.54689,74.35651,0.5,0.2,0.6,0.05,0.05,0.05,0.82,4.99,0.65,0.9983002649088946,0.00028966476089084086,0.0007333491781113633,0.06697986706903007,0.8622893355744676,0.06398518344803847,0.004569425468630158,0.0009616413401931185,0.9934412013362397,0.7955990475028695,0.08554658630854664,0.65,0.8100010000000001,0.090001,0.640001
71.31802,0.6629,0.47938,0.63579,36.59322,0.20545,0.29642,0.76972,18.71975,0.5,0.2,0.6,0.05,0.05,0.05,2.34,1.27,0.76,0.9907107798609552,0.0010008934192111058,0.007288115448032979,0.12948923449270133,0.8100518176806308,0.04579455439236827,0.014156002900058761,0.003995380216144843,0.97841005160688,0.6944262290338644,0.07547744664120196,0.76,0.710001,0.080001,0.750001
