26.13303,0.81998,0.76799,0.39685,99.00704,0.73194,0.63089,0.84053,55.57576,0.5,0.2,0.6,0.05,0.05,0.05,0.17,0.06,1.85,0.7450807579531559,0.0082512390493576,0.2382823929324468,0.009102093815496624,0.8014627246696795,0.1826893419877418,0.0010410439174161723,0.0004895205804903894,0.9979841062252379,0.17,0.06,1.85
87.89783,0.30819,0.5171,0.57443,53.74064,0.67932,0.41573,0.6968,25.0866,0.5,0.2,0.6,0.05,0.05,0.05,1.56,1.55,2.31,0.9903280612708442,0.000683762411705325,0.008627060644684948,0.04710409846488847,0.8677810567257167,0.08248659289763963,0.011017834735394038,0.0036364596981046963,0.9844962702871168,1.56,0.30719204787062615,2.31
51.89262,0.31099,0.71009,0.76389,53.65176,0.34825,0.72186,0.42856,49.02944,0.5,0.2,0.6,0.05,0.05,0.05,2.86,1.78,4.86,0.9350513247807607,0.0036986783231521105,0.060375256213567124,0.020172436899768286,0.9351511239965933,0.04339447160577928,0.0031060438679013837,0.0012171287678351386,0.9954679438903352,1.0299601260481093,0.6798149501258305,4.86
37.13017,0.91883,0.58239,0.3265,38.84249,0.84355,0.26732,0.44477,68.8449,0.5,0.2,0.6,0.05,0.05,0.05,2.28,2.13,4.54,0.9649066008222135,0.003071363058113803,0.03142772589922487,0.04600345703662706,0.7039665054425029,0.24680776592836895,0.001865369581043862,0.00039921474546609104,0.9975758320591015,2.1863271942557567,0.2812242307538625,4.54
74.00299,0.79525,0.26209,0.55401,33.38867,0.82671,0.20807,0.72536,16.08318,0.5,0.2,0.6,0.05,0.05,0.05,3.75,1.34,2.41,0.9937288190765255,0.00023965673347847523,0.005589094782932349,0.20912682956978773,0.28285158023322354,0.4955845362698893,0.008065142970796293,0.0006309915540414445,0.990026756458141,1.5175551938477996,0.03405736321345126,2.41
42.67056,0.03381,0.81161,0.18471,93.77511,0.77346,0.95411,0.83488,17.24344,0.5,0.2,0.6,0.05,0.05,0.05,1.83,1.15,1.91,0.9989361708518019,0.00042419309168163696,6.8132768563143305e-09,0.0036598676608531363,0.9957987572145651,5.495561636875351e-09,0.6677342600749587,0.31313981702851107,4.327413274740455e-06,1.83,0.9807537043555937,4.92744936343401e-07
50.87063,0.53777,0.04451,0.10538,67.49983,0.22859,0.20735,0.06386,75.86236,0.5,0.2,0.6,0.05,0.05,0.05,3.94,0.04,4.69,0.9948869525522481,0.00039243802703356663,0.0038084210617693637,0.028707830448165775,0.6861400198743075,0.27244582101206355,0.0006242543913560074,7.1738843969969e-06,0.9992281496212679,1.0719934252487937,0.04,4.69
6.53829,0.78214,0.81564,0.14894,67.19756,0.5738,0.87356,0.20852,42.4392,0.5,0.2,0.6,0.05,0.05,0.05,3.75,4.52,1.81,7.24136513683504e-08,0.04676980712061731,0.922003465339358,3.511131607326329e-10,0.8552913446255772,0.13806197214788365,2.014894880961666e-10,0.00025967622233947243,0.9990900009664749,4.84095451986698e-09,0.09574642001994936,1.81
81.73819,0.47885,0.05521,0.14128,90.57732,0.17153,0.48591,0.29055,21.84042,0.5,0.2,0.6,0.05,0.05,0.05,3.24,1.23,2.05,0.9956625994514133,0.0011825759199071946,0.0021881574629704394,0.007380432590356583,0.9593188115460455,0.02915512220435663,0.006778337706928786,0.0008217327717155383,0.9912929052179301,0.6300574517275712,0.12773867170684033,2.05
62.30516,0.65312,0.06027,0.94476,6.28311,0.02565,0.50359,0.8034,41.24578,0.5,0.2,0.6,0.05,0.05,0.05,3.57,3.41,0.28,0.998199710965634,3.4841421205365134e-14,0.0004542906176207621,0.9076885020283706,2.0100157220095998e-11,0.011594228573465135,0.0251885320312614,1.33803367103904e-13,0.970609266354824,0.5951404471086408,6.576265594953404e-13,0.28
