68.15,0.32,0.29,0.94,36.13,0.91,0.49,0.95,51.1,0.68,0.65,0.18,0.05,0.05,0.05,1.86,2.58,3.91,0.9845226482680701,0.00641234072854881,0.0012981254310110292,0.018120339024047666,0.9660802163476395,0.00543548956994646,0.0269542108118122,0.07248713045836264,0.8709841460989143,1.86,2.58,0.5763308983966906
40.66,0.77,0.4,0.19,21.33,0.86,0.66,0.6,70.79,0.24,0.54,0.4,0.05,0.05,0.05,0.66,2.74,0.43,0.8910330905058206,0.07005252777464191,0.005710984347918479,0.0020921130341645063,0.9750548053534069,0.006169564593572842,0.012995498116010777,0.04904637030009577,0.9081245730071928,0.66,2.74,0.43
66.91,0.35,0.07,0.42,54.76,0.85,0.89,0.18,87.84,0.71,0.59,0.59,0.05,0.05,0.05,3.65,4.65,1.99,0.9887978499386408,0.00658938095448246,0.0005639943268567784,0.005922154381640934,0.9836802731994505,0.006534458014706875,0.018058548945421877,0.004652918413827339,0.9717294903303239,3.65,4.65,1.99
2.58,0.4,0.29,0.31,73.45,0.07,0.05,0.03,61.85,0.74,0.41,0.06,0.05,0.05,0.05,2.28,2.49,2.65,0.7288036285790364,0.12340004319065692,0.023900702536876123,0.003827909484019194,0.9905040739770976,0.0002521853504010335,0.002693014614606079,0.001764633260623457,0.9719194169089277,2.28,2.49,0.6652065204346255
67.04,0.06,0.76,0.94,99.21,0.03,0.61,0.68,9.41,0.02,0.41,0.19,0.05,0.05,0.05,0.31,0.98,3.22,0.0002503033741194245,0.016767051386651962,0.6978287100920865,1.2517818705855216e-07,0.988846771737169,0.0009824819970605594,2.4985417390109607e-07,0.020846753595852495,0.9478703530988144,1.2125648370674475e-05,0.98,3.22
53.91,0.06,1.0,0.9,87.33,0.8,0.13,0.77,83.04,0.28,0.54,0.35,0.05,0.05,0.05,0.53,3.01,0.16,0.9551832152683291,0.006037528959077856,0.005348862865185255,0.001803618808000808,0.9939312197340855,0.0004839899526710764,0.004132429676722845,0.13900917651292508,0.7968811851496431,0.53,3.01,0.16
94.92,0.09,0.63,0.65,42.2,0.72,0.03,0.46,14.55,0.03,0.41,0.79,0.05,0.05,0.05,0.59,3.75,2.43,0.9042722444639567,0.00781480055100601,0.05317710805902785,0.001644286061947623,0.9729945046006578,0.016137609782043004,0.0002193230804636365,0.030651718729866283,0.9424726805449664,0.27426074102114745,2.499754540909268,2.43
72.52,0.04,0.61,0.3,24.75,0.56,0.22,0.13,43.25,0.7,0.35,0.5,0.05,0.05,0.05,0.69,1.6,2.72,0.9586008791932469,0.0012260577045885954,0.02101591146796763,0.004950482416915424,0.9470488101925161,0.02408533339580807,0.0019181001906252296,0.0026282268751650056,0.9828179668036087,0.69,1.6,1.7984057204378856
93.91,0.12,0.18,0.04,1.86,0.89,0.52,0.92,65.32,0.52,0.53,0.79,0.05,0.05,0.05,3.06,3.12,1.23,0.9953755380073085,0.0003937680167384512,0.0007668868890420674,0.03076033160819713,0.4428208234596907,0.27510894617233167,0.018986627639690702,0.010399594034552475,0.9586815085672785,3.06,0.9473400482260025,1.23
69.71,0.21,0.36,0.62,50.9,0.84,0.89,0.85,46.7,0.34,0.82,0.4,0.05,0.05,0.05,2.58,1.5,0.77,0.9787387422428092,0.004206315911013139,0.003701558001691562,0.008288588500417684,0.9707727274451402,0.008223913557452741,0.023890174349857823,0.032550610129830286,0.9180293252224058,1.051430740266097,1.5,0.77
66.65,0.26,0.37,0.22,17.65,0.27,0.67,0.47,47.68,0.41,0.81,0.98,0.05,0.05,0.05,3.12,3.39,3.74,0.9703751372858649,0.007996862059365046,0.012555091579021273,0.005676110573097162,0.9620100873987092,0.01623568379344709,0.0059076709303741435,0.008754797422604542,0.9798427739600793,1.604697092655589,3.39,3.74
93.62,0.97,0.74,0.01,54.86,0.04,0.55,0.08,70.22,0.82,0.88,0.28,0.05,0.05,0.05,2.65,2.67,0.26,0.9849834422033443,0.010282469142468513,0.0007638700579215191,0.00017964506203177886,0.992970793780349,7.050221302379246e-05,0.06964254143910399,0.010206275712790815,0.8723689931814815,2.65,2.67,0.26
27.95,0.48,0.24,0.21,23.94,0.99,0.18,0.12,10.69,0.52,0.29,0.18,0.05,0.05,0.05,3.27,3.94,3.11,0.9735414622523542,0.013217963776611412,0.002588727759720464,0.010633405152599576,0.9583582652205508,0.015523539831306322,0.04625966209423477,0.024381581742182034,0.8507660580761982,3.27,2.5852255291719994,1.0126291604621818
73.59,0.48,0.47,0.4,6.38,0.38,0.14,0.99,91.16,0.98,0.9,0.1,0.05,0.05,0.05,0.97,4.9,4.93,0.9538230959896301,0.03142784586329678,0.0013868787834264318,0.011853149345964568,0.9550339042617122,0.002563592407878331,0.005199497720882683,0.18573463508101543,0.7707779605642088,0.97,4.9,0.22083356543776073
93.85,0.67,0.5,0.26,32.36,0.98,0.84,0.77,23.19,0.31,0.15,0.11,0.05,0.05,0.05,0.29,2.46,1.29,0.9297278909294663,0.02538246244651357,0.010729196495257609,0.0020064634157312415,0.9550008926771447,0.016381723274083715,0.014617742721059939,0.05124235961131559,0.8741327436402848,0.29,1.1090096392802216,0.6281652609403096
65.2,0.64,0.33,0.49,99.52,0.69,0.44,0.68,92.04,0.06,0.37,0.41,0.05,0.05,0.05,3.14,2.04,3.85,0.8950099764959312,0.03833085615248801,0.03730036208772673,0.0011072967969755268,0.9812204616493471,0.012839138434936176,0.000576356147126562,0.0038862920199649103,0.9927358149096351,0.46756517244646195,2.04,3.85
